Date,Open,High,Low,Close,Volume
1998-10-23 00:00:00+05:30,14.61539501637458,15.427776330517876,14.317274100159663,15.129653930664062,17665237
1998-10-26 00:00:00+05:30,15.278712371148337,16.344496049040472,15.278712371148337,16.1879825592041,11531300
1998-10-27 00:00:00+05:30,16.314686053094437,17.484812712651827,15.696084325697136,17.112159729003906,21477780
1998-10-28 00:00:00+05:30,16.918385234458086,17.69350063687931,16.322141818328372,16.456296920776367,18610023
1998-10-29 00:00:00+05:30,16.351948417725044,17.104705118331506,15.96439233395925,16.873661041259766,15478216
1998-10-30 00:00:00+05:30,16.97055236228693,17.35065766435394,16.73950973753971,16.84385108947754,11847533
1998-11-02 00:00:00+05:30,17.067442422954134,17.141971534159975,16.582995781922172,16.89602279663086,7288241
1998-11-03 00:00:00+05:30,16.910934680225484,16.918387000430908,16.545735382816446,16.746967315673828,11662281
1998-11-04 00:00:00+05:30,16.746967315673828,16.746967315673828,16.746967315673828,16.746967315673828,0
1998-11-05 00:00:00+05:30,17.283577809750074,18.0885066986084,17.216501020528007,18.0885066986084,21523441
1998-11-06 00:00:00+05:30,18.289741869731806,19.0052326967668,18.081056179723866,18.923248291015625,19756239
1998-11-09 00:00:00+05:30,19.079759951087567,20.078466974051423,18.87107576512369,19.884687423706055,23316213
1998-11-10 00:00:00+05:30,19.97412833749466,20.19772017335015,19.541852271813177,20.00394058227539,15537706
1998-11-11 00:00:00+05:30,20.25733748403084,20.861033001441793,20.01138580993162,20.398944854736328,21700344
1998-11-12 00:00:00+05:30,20.346776477774718,20.965378227056583,20.21262288255428,20.81631851196289,18808843
1998-11-13 00:00:00+05:30,20.71942654751005,21.539258573802414,20.510740898766095,21.032453536987305,23362657
1998-11-16 00:00:00+05:30,20.943022692242096,21.241143647394665,20.35423310108721,20.592729568481445,20203714
1998-11-17 00:00:00+05:30,20.711977819567718,22.060976615180028,20.711977819567718,21.867197036743164,27452035
1998-11-18 00:00:00+05:30,21.941725578983178,22.35164313758896,21.576527864062683,21.762853622436523,29177490
1998-11-19 00:00:00+05:30,21.755400168154477,21.89700905238304,21.181516763849643,21.1889705657959,17939462
1998-11-20 00:00:00+05:30,21.166616333635773,21.43492506788195,20.510748395777366,20.734338760375977,19784940
1998-11-23 00:00:00+05:30,20.34677783817968,20.34677783817968,19.586568641092995,19.60147476196289,11630971
1998-11-24 00:00:00+05:30,19.676003679171078,20.16045034044476,19.154292460737437,19.46731948852539,30859633
1998-11-25 00:00:00+05:30,19.46731948852539,19.46731948852539,19.46731948852539,19.46731948852539,0
